	logFC.group_allob.ob.12	logFC.group_allob.ob.16	logFC.group_allob.ob.2	logFC.group_allob.ob.24	logFC.group_allob.ob.4	logFC.group_allob.ob.6	logFC.group_allob.ob.8	logCPM	LR	PValue	FDR
ENSMUSG00000037606	-0.740644486	-1.18468408	0.060494582	0.376152979	0.252863609	0.243758848	-0.087957468	3.873817792	99.57649022	1.32E-18	3.10E-17
ENSMUSG00000031762	3.038594517	3.201177619	1.395498836	1.501769855	1.481868392	2.078601929	1.792649814	7.244010513	99.34095882	1.48E-18	3.46E-17
ENSMUSG00000029686	0.458037108	0.532116022	0.041081742	0.301368589	0.187734225	0.25325357	0.340726858	5.867042254	99.24095781	1.55E-18	3.62E-17
ENSMUSG00000028468	-0.110919748	0.17245645	-0.124703161	0.346348001	-0.042555467	-0.199977158	-0.361621803	5.552271552	99.20740468	1.57E-18	3.68E-17
ENSMUSG00000026509	0.305021163	0.42170409	-0.239704123	-0.079124134	-0.027570933	0.002274551	0.126519792	5.659349135	99.19926549	1.58E-18	3.68E-17
ENSMUSG00000001467	-0.633964909	-0.816894349	-0.051107839	-1.602795825	-0.276862908	-0.232064761	-0.438058673	5.411678227	99.11211497	1.65E-18	3.83E-17
ENSMUSG00000032786	-0.966989411	-1.213331005	-0.206669217	-0.328625636	-0.376756101	-1.230857306	-1.460996589	9.323587503	99.0942647	1.66E-18	3.86E-17
ENSMUSG00000032883	-0.768703145	-1.111164909	-0.09081338	-1.310896788	-0.537483773	-0.548770525	-0.628061004	4.307467602	98.95050748	1.78E-18	4.13E-17
ENSMUSG00000028820	0.094630746	0.08973508	0.38358444	0.696055236	0.408338612	0.572621782	0.456384702	5.429665445	98.9239971	1.80E-18	4.17E-17
ENSMUSG00000029162	-0.516406111	-0.706323773	-0.072260493	-0.835257251	0.062754278	0.039892483	-0.284432292	9.429952418	98.71813086	1.98E-18	4.59E-17
ENSMUSG00000028850	0.949906771	1.278588607	0.127901333	0.664175308	0.435045459	0.413691839	0.411127571	2.144101811	98.63200798	2.07E-18	4.78E-17
ENSMUSG00000028713	-0.111649662	-0.416191081	0.298539007	-0.05908125	0.50443552	0.37303737	0.362042297	4.216998013	98.61518952	2.08E-18	4.81E-17
ENSMUSG00000042487	0.603109908	0.594660918	0.027804909	-0.327903838	0.230721452	0.429671494	0.631883433	3.477272865	98.50959087	2.19E-18	5.05E-17
ENSMUSG00000038507	-0.256947228	-0.252280314	-0.022048946	-0.305753233	-0.462639935	-0.590770494	-0.690401387	4.936192689	98.46194322	2.24E-18	5.15E-17
ENSMUSG00000022853	0.886599326	1.025461541	0.321272282	0.882246935	0.14984291	0.320368158	0.455993106	9.474635211	98.41333796	2.29E-18	5.27E-17
ENSMUSG00000062563	-0.632044653	-1.494983457	0.328760565	0.047725264	0.604021895	0.248787546	-0.134779968	2.183104975	98.29448502	2.43E-18	5.56E-17
ENSMUSG00000046997	-1.258154757	-1.957087021	-0.512566406	-1.91377649	-0.691892286	-1.201620096	-1.488113864	0.771965908	98.20209149	2.54E-18	5.80E-17
ENSMUSG00000087006	0.759848988	1.042198302	-0.592147723	0.194983714	-0.130387518	-0.052711185	0.600668621	0.848885065	98.18869417	2.55E-18	5.83E-17
ENSMUSG00000004105	-0.664742447	-0.725793961	-0.029005816	-0.623978579	-0.292583128	-0.349945395	-0.489681276	4.346942884	98.08206037	2.68E-18	6.13E-17
ENSMUSG00000066441	-0.287958546	-0.460267855	0.102369052	-1.200132452	-0.317928334	-0.116866001	-0.300489799	4.927903531	98.07787093	2.69E-18	6.13E-17
ENSMUSG00000060807	-0.845939896	-1.290344712	0.525975744	-0.207435171	-0.050497441	-0.142971	-0.476342753	7.110950142	97.96820209	2.83E-18	6.45E-17
ENSMUSG00000032092	-0.425578274	-0.659214637	0.189957465	0.082910822	0.11142732	0.078986846	-0.206067129	5.318078001	97.830904	3.02E-18	6.87E-17
ENSMUSG00000025509	0.340055588	0.641510992	0.187171931	0.698648191	0.141506037	0.207420511	0.249389554	6.903423655	97.80411064	3.06E-18	6.95E-17
ENSMUSG00000023087	-2.072696656	-2.673872953	-0.103215462	-0.822804261	-0.857674103	-0.868919157	-1.865923712	4.534627237	97.7628115	3.12E-18	7.07E-17
ENSMUSG00000026888	0.197076428	0.284623236	-0.196549853	0.139494863	-0.214115549	-0.265110958	-0.19707842	5.256704176	97.72561677	3.18E-18	7.19E-17
ENSMUSG00000029231	0.637971431	0.913929705	0.034439957	0.338555304	0.335276231	0.380481283	0.574840265	3.152074212	97.70744435	3.21E-18	7.24E-17
ENSMUSG00000032478	-0.835815987	-0.872408023	-0.157786639	-0.436705003	-0.155982281	-0.558302053	-0.944312933	2.914793079	97.67018295	3.26E-18	7.36E-17
ENSMUSG00000010358	-0.651841521	-0.242158852	-0.089185174	-0.393110721	-0.491069842	-0.503830155	-0.631566708	4.016680428	97.65928118	3.28E-18	7.38E-17
ENSMUSG00000028671	-1.153449817	-1.312448629	-0.127679263	-1.789120117	-0.796403703	-0.831125465	-1.105862226	3.729751454	97.61054121	3.36E-18	7.54E-17
ENSMUSG00000100094	-0.457319901	-0.722809428	0.373980671	-0.549243461	-0.374971491	-0.111341868	-0.482501713	3.683013305	97.60038548	3.37E-18	7.57E-17
ENSMUSG00000027670	1.16412884	1.225084239	-0.225933156	0.19888602	0.420596822	0.309821444	0.775543792	0.828720662	97.57327732	3.42E-18	7.65E-17
ENSMUSG00000023393	-0.8439536	-1.110697669	-0.190906001	-0.282543071	-0.030166326	-0.72438172	-0.887203084	2.63393986	97.53924771	3.47E-18	7.77E-17
ENSMUSG00000026749	0.114560878	0.307400632	-0.217460552	-0.178974714	-0.443625615	-0.40305113	-0.228377436	5.935276545	97.53188941	3.49E-18	7.78E-17
ENSMUSG00000030729	-0.078843838	-1.156969256	0.179759539	-0.125563967	0.54479929	0.724589112	0.582097619	2.44779309	97.49365984	3.55E-18	7.91E-17
ENSMUSG00000085208	-0.251030282	-0.730612468	0.080813831	-0.338922516	-0.08043265	-0.103722417	-0.133256785	4.306588486	97.47846399	3.58E-18	7.96E-17
ENSMUSG00000058258	-0.871273061	-1.248920635	-0.088145105	-1.94886665	-0.385901023	-0.210483212	-0.420660986	5.287971016	97.40838318	3.70E-18	8.21E-17
ENSMUSG00000007564	-0.121055831	0.137275928	-0.093130301	-0.064595185	-0.205122447	-0.296978306	-0.360406809	6.181906	97.37472714	3.76E-18	8.33E-17
ENSMUSG00000018846	-0.292727425	-0.538650109	0.130926385	-0.173466687	0.164152537	0.302247297	0.098472139	6.419212719	97.22835546	4.03E-18	8.92E-17
ENSMUSG00000028757	-0.405333045	-0.574425194	0.049285486	-0.231647601	0.001146449	-0.142930436	-0.37527871	6.256129537	97.05548659	4.37E-18	9.67E-17
ENSMUSG00000037003	0.047340315	0.597438802	-0.039904497	0.43605468	0.072458045	-0.316494627	-0.281463621	6.370705798	96.92390982	4.65E-18	1.03E-16
ENSMUSG00000028339	-1.032432368	-0.811896664	-0.320632127	-1.142598115	-0.742843069	-0.901123988	-1.542599012	3.621440252	96.91688364	4.67E-18	1.03E-16
ENSMUSG00000022560	0.539464632	0.532135271	-0.188069783	0.214825586	-0.293677756	-0.337915176	-0.078439567	3.441342519	96.8886576	4.73E-18	1.04E-16
ENSMUSG00000021275	0.752976538	0.683769546	-0.001491088	0.111149836	0.070990646	0.220851319	0.373628686	4.294159516	96.84976766	4.82E-18	1.06E-16
ENSMUSG00000036292	-0.329678822	0.032034211	-0.357082256	-0.140801972	-0.682053356	-0.835301405	-0.916024016	4.545587862	96.81754342	4.89E-18	1.07E-16
ENSMUSG00000029146	0.235470992	0.365150627	-0.230615099	0.099086319	-0.317201909	-0.208646974	-0.055685787	4.025507378	96.62865718	5.35E-18	1.17E-16
ENSMUSG00000086841	0.739919767	0.910434286	0.021024966	0.821809928	0.387832032	0.262562852	0.493795418	2.888190751	96.61280484	5.39E-18	1.18E-16
ENSMUSG00000045917	-0.229457007	0.595576306	-0.024738251	0.495094502	-0.36064273	-0.349790898	-0.537486716	3.442301834	96.58090356	5.48E-18	1.20E-16
ENSMUSG00000038366	0.14991148	-0.161954893	-0.218920623	-0.643132193	-0.253325425	-0.267687121	-0.04832125	6.877268274	96.5517389	5.55E-18	1.21E-16
ENSMUSG00000031833	-1.153006982	-1.364675374	-0.090893441	-0.325679295	-0.080676436	-0.474068771	-0.88448622	4.684307478	96.43809784	5.86E-18	1.28E-16
ENSMUSG00000040722	0.127217016	0.324898694	-0.180790233	0.123200256	-0.398150981	-0.366167988	-0.277277791	4.819153559	96.40142749	5.96E-18	1.30E-16
ENSMUSG00000024580	0.64681305	0.565542394	0.12048289	0.571571364	0.501749942	0.861661972	0.939650656	5.543790681	96.32895956	6.17E-18	1.34E-16
ENSMUSG00000004562	0.510158137	0.552497842	-0.179055045	0.099833804	0.080825152	0.216141738	0.325182216	3.830620659	96.21541897	6.51E-18	1.41E-16
ENSMUSG00000105703	2.314380447	1.596700935	1.032543892	1.310858045	1.55759598	2.763988844	2.529046559	7.057217105	96.04925953	7.05E-18	1.53E-16
ENSMUSG00000028251	-0.671906492	-0.528139196	-0.130848507	-0.782989544	-0.652183734	-0.660021433	-0.815718595	3.830320962	96.00763451	7.19E-18	1.55E-16
ENSMUSG00000099146	0.091748881	-0.572583813	0.078510456	0.05229057	0.290520094	0.326514659	0.345168897	4.176079342	95.98880993	7.25E-18	1.56E-16
ENSMUSG00000024423	0.715840095	0.827129426	-0.08778946	0.227885342	0.294964217	0.353619638	0.58813809	3.29694699	95.93954816	7.42E-18	1.60E-16
ENSMUSG00000011179	0.216878484	0.320837373	0.087253757	0.696562883	0.258300911	0.200487382	0.233396088	6.629040307	95.77981882	8.01E-18	1.72E-16
ENSMUSG00000049907	1.026661148	1.804705696	0.055325247	0.246378534	0.230505661	0.244935973	0.653464357	1.340112159	95.71600068	8.25E-18	1.77E-16
ENSMUSG00000014606	-0.409692046	-0.491386476	0.023947418	-0.208257219	-0.175585311	-0.204773371	-0.377213124	6.130636971	95.64737526	8.53E-18	1.83E-16
ENSMUSG00000021573	-0.527290842	-0.618892051	0.01553848	0.276883576	0.412393321	0.285226151	0.132592726	4.080230128	95.57757999	8.81E-18	1.89E-16
ENSMUSG00000040413	-0.482902097	-0.50336382	-0.025909409	-0.371012043	-0.161173621	-0.207032476	-0.31175324	5.866873903	95.54839401	8.94E-18	1.91E-16
ENSMUSG00000043067	0.109223262	-0.083978957	0.05894147	-0.383169694	0.110621165	0.220987635	0.349083873	5.677178376	95.50608103	9.12E-18	1.95E-16
ENSMUSG00000022751	-0.374665668	-0.466629399	0.050189061	-0.427670283	-0.10668527	-0.148696799	-0.19470205	6.252119658	95.40113411	9.58E-18	2.04E-16
ENSMUSG00000038403	0.479168642	0.531292177	-0.110946365	0.129728869	0.021405725	0.15079264	0.298109385	6.50099175	95.31570841	9.98E-18	2.12E-16
ENSMUSG00000025223	0.22605756	0.416503394	0.03392215	0.616974099	0.203643756	0.051758693	0.033048492	4.811595965	95.18199645	1.06E-17	2.26E-16
ENSMUSG00000022620	-0.199630725	0.227285622	-0.248982766	-0.01863428	-0.413698375	-0.46636592	-0.562973165	6.38447028	94.98777846	1.17E-17	2.47E-16
ENSMUSG00000042476	0.386809863	0.499751007	-0.105795713	0.260889156	0.083823834	0.090232209	0.228758082	8.551108938	94.97936178	1.17E-17	2.48E-16
ENSMUSG00000026278	0.963843611	0.820895187	0.011134489	0.0846819	0.058588675	0.323993751	0.780742734	2.788421456	94.97384769	1.17E-17	2.48E-16
ENSMUSG00000020032	0.754314329	0.426678756	-0.416962946	-0.488782525	0.090290085	0.277450998	0.270914592	2.170529974	94.87298942	1.23E-17	2.60E-16
ENSMUSG00000005615	-0.349886947	-0.541122141	-0.018360969	-0.380086391	-0.080496562	-0.045546698	-0.150616208	6.959843282	94.83199052	1.26E-17	2.65E-16
ENSMUSG00000035875	-0.142161061	-0.32652842	0.047189558	-0.453276757	-0.139339143	0.021975943	-0.000127092	7.440678809	94.73943895	1.31E-17	2.76E-16
ENSMUSG00000023460	0.327640584	0.526008537	-0.041942122	0.151373048	-0.044597526	-0.076591041	0.075642794	4.470511968	94.67898928	1.35E-17	2.84E-16
ENSMUSG00000078234	-1.470600064	-1.144287312	-0.636915836	-0.518145807	-0.657344081	-1.037882438	-1.468003933	4.831425645	94.64612005	1.37E-17	2.88E-16
ENSMUSG00000107451	-0.828038296	-1.702929317	0.198714755	-1.011066957	-0.306187447	-0.70663779	-0.886799371	1.332834062	94.53611681	1.44E-17	3.03E-16
ENSMUSG00000064145	0.167796429	0.467556715	-0.047874162	0.201704098	-0.078448208	-0.117378254	-0.073037541	5.73290239	94.52065163	1.45E-17	3.05E-16
ENSMUSG00000015143	-0.646202539	-0.59615927	-0.143505369	-0.010180953	-0.200064301	-0.499221186	-0.588176601	4.452443024	94.51166438	1.46E-17	3.06E-16
ENSMUSG00000066357	0.176332367	0.18441645	-0.245459657	-0.6987294	-0.604873588	-0.552551011	-0.505789245	3.555877594	94.42328234	1.52E-17	3.18E-16
ENSMUSG00000058486	0.694233656	0.405351408	-0.103437182	-0.042671962	0.354509574	0.567459873	0.791145835	3.775113487	94.16560258	1.72E-17	3.59E-16
ENSMUSG00000036327	0.663355632	0.661312441	-0.1673302	0.563140557	0.355565201	0.358458969	0.486761383	3.105606533	94.12862952	1.75E-17	3.65E-16
ENSMUSG00000027610	-0.603177796	-0.545587623	-0.196768718	-0.576696034	-0.120465037	-0.390829349	-0.606322026	6.466989628	94.12554407	1.75E-17	3.65E-16
ENSMUSG00000037470	-0.474952887	-0.693630129	-0.010693327	-0.487365451	0.027115302	-0.156951299	-0.259219434	6.255739282	94.0004455	1.86E-17	3.87E-16
ENSMUSG00000021611	-0.975562891	-1.205991867	-0.299660142	-0.881618266	-0.449163614	-0.848706714	-1.03969588	2.678374689	93.94927631	1.91E-17	3.96E-16
ENSMUSG00000031024	1.116740826	0.813251231	0.44055607	0.005641356	0.509865565	0.980810699	1.082358527	5.848154472	93.90843474	1.94E-17	4.03E-16
ENSMUSG00000037376	-0.262536557	0.09057848	-0.099115943	0.206145382	-0.252298496	-0.577695866	-0.574081864	3.589767872	93.63187753	2.22E-17	4.58E-16
ENSMUSG00000038894	1.550753157	1.155640024	0.448067989	1.01111047	0.95945832	0.987280352	1.47257912	4.283726454	93.56724507	2.29E-17	4.72E-16
ENSMUSG00000058806	0.631344251	0.897471816	-0.238845848	0.734944403	0.421764288	0.314949777	0.493250671	2.767699298	93.49394951	2.37E-17	4.88E-16
ENSMUSG00000037331	0.398795836	0.496908971	0.022787564	0.197791584	0.155537096	0.150097823	0.262729419	7.265538505	93.47951194	2.38E-17	4.91E-16
ENSMUSG00000004561	-0.57422853	-0.745714416	0.02045362	-0.114857248	0.242296728	-0.068447118	-0.148939278	3.022210466	93.38375004	2.49E-17	5.13E-16
ENSMUSG00000059325	0.465636204	0.77596163	0.090040968	0.898879669	0.316407724	0.334456441	0.348312079	5.328707322	93.31138844	2.58E-17	5.30E-16
ENSMUSG00000031310	0.422064718	0.287948003	-0.314431947	-0.324787587	-0.226842315	-0.026091007	-0.01453251	3.846385632	93.30863917	2.58E-17	5.30E-16
ENSMUSG00000028307	-0.957359566	-1.132971809	-0.124106434	-0.975417335	-0.051453184	-0.129879571	-0.604816438	13.01880473	93.29823684	2.60E-17	5.32E-16
ENSMUSG00000064339	-0.321134477	-0.434754411	0.204885095	0.043413792	0.178634424	0.566177699	0.370410115	7.975183843	93.28832998	2.61E-17	5.33E-16
ENSMUSG00000030298	-0.462315796	-0.282226607	-0.052292487	-0.196920024	-0.13623736	-0.34347201	-0.411716088	5.89142917	93.1991721	2.72E-17	5.56E-16
ENSMUSG00000034799	-1.079890855	-0.826625952	0.051877751	-0.127551756	0.782290862	0.599983765	0.334471556	1.173369504	93.02203218	2.96E-17	6.03E-16
ENSMUSG00000087579	-0.12081053	-0.151217637	0.209842271	-0.965931714	-0.730549092	-0.385789794	-0.463326423	4.681289913	92.8756219	3.17E-17	6.46E-16
ENSMUSG00000026305	0.296755282	0.603931258	-0.057101301	0.283687387	0.171984768	0.192802832	0.286489856	5.179524443	92.74899755	3.37E-17	6.85E-16
ENSMUSG00000036216	0.773642673	1.080197675	-0.003978519	0.482529774	0.279143572	0.38371894	0.541332463	5.642277395	92.65247289	3.53E-17	7.16E-16
ENSMUSG00000110185	-0.225986889	-0.714328249	0.066983125	0.115725542	0.177519117	0.555436961	0.391420519	3.290546047	92.6151481	3.59E-17	7.27E-16
ENSMUSG00000016554	-0.090309358	0.199722764	-0.016263793	0.134228403	-0.116881579	-0.255784691	-0.253116106	5.860991013	92.59482965	3.62E-17	7.33E-16
ENSMUSG00000048701	0.556327328	0.555624853	0.155658584	0.294419006	0.348477418	0.348409566	0.440291139	4.659668652	92.57292768	3.66E-17	7.40E-16
ENSMUSG00000006522	0.503818617	0.734965629	0.088563689	0.935677935	-0.027706357	-0.030205723	0.180889694	8.717244515	92.54502861	3.71E-17	7.49E-16
ENSMUSG00000051695	-0.408430145	-0.38131367	-0.111433556	-0.271407498	-0.205880098	-0.431633396	-0.409898904	6.970841339	92.4995422	3.79E-17	7.64E-16
ENSMUSG00000073700	-0.247339807	-0.181432861	0.342857339	0.342366084	0.440224641	0.337363358	0.168388037	5.75521759	92.39713485	3.98E-17	8.01E-16
ENSMUSG00000022841	-0.266887826	-0.019046233	0.005057141	0.084470528	-0.143066075	-0.258503846	-0.434534638	7.484259578	92.2975338	4.17E-17	8.38E-16
ENSMUSG00000038214	0.844189613	0.765190257	-0.083083616	0.16322973	0.129660875	0.266507684	0.445412694	2.883120302	92.2867972	4.19E-17	8.41E-16
ENSMUSG00000017428	0.330319139	0.382160254	-0.01266791	-0.09345396	-0.020484387	0.171555735	0.183919806	6.697482238	92.27999976	4.21E-17	8.43E-16
ENSMUSG00000025858	-0.063084627	0.126131075	-0.061627573	0.226509583	0.006150079	-0.200227049	-0.369578244	4.934473636	92.2597927	4.25E-17	8.50E-16
ENSMUSG00000035877	0.269626087	0.203917847	0.262891034	0.229100733	0.537898215	0.703081497	0.656824333	5.952787563	92.15975834	4.45E-17	8.90E-16
ENSMUSG00000036391	-0.229659336	-0.394421221	0.063983231	0.151973011	0.173561902	0.051068149	-0.046203667	6.981160632	92.07825069	4.63E-17	9.24E-16
ENSMUSG00000053286	-0.685439872	-0.615695313	0.068038584	0.034535677	0.137374396	0.085538222	0.052512439	3.880429657	91.94553134	4.93E-17	9.82E-16
ENSMUSG00000019970	0.996103809	1.080307464	-0.070302431	0.330357648	-0.061018122	0.15705295	0.228736568	4.543245748	91.88738851	5.07E-17	1.01E-15
ENSMUSG00000033022	0.639680913	0.716203785	0.191294205	0.58763161	0.28739888	0.332430786	0.508726596	10.25413864	91.80119093	5.28E-17	1.05E-15
ENSMUSG00000038615	0.374332266	0.240987725	0.171470404	0.2245256	0.328646448	0.509157667	0.586811559	7.651948273	91.75107052	5.40E-17	1.07E-15
ENSMUSG00000025757	0.11046679	-0.29694703	0.279715331	-0.338325958	0.510688386	0.538947572	0.563100413	4.832320748	91.70391819	5.53E-17	1.09E-15
ENSMUSG00000041025	-0.887259133	-0.659691366	-0.460820019	-0.261812107	-0.287616514	-0.297780167	-0.651186027	4.530196814	91.68578596	5.57E-17	1.10E-15
ENSMUSG00000027274	-0.056855588	-0.512722188	0.112067571	-0.349033738	0.310761526	0.399004318	0.391334959	3.881675431	91.66160267	5.64E-17	1.11E-15
ENSMUSG00000016756	-0.509257026	-0.978463701	-0.082204347	-0.985892064	-0.191773882	-0.009208604	-0.112078526	7.029171207	91.65520262	5.65E-17	1.12E-15
ENSMUSG00000022774	-0.084119701	-0.307923954	0.086081827	0.017116923	0.328236651	0.510706086	0.541957396	3.806663633	91.40520845	6.36E-17	1.25E-15
ENSMUSG00000039740	-0.321068564	-0.070043041	-0.099848224	0.309320377	-0.367799604	-0.645101821	-0.347272928	3.872334935	91.39751962	6.39E-17	1.26E-15
ENSMUSG00000033416	-0.19507047	-0.334711415	0.213106067	-0.05830465	0.22669913	0.222199714	0.204035448	7.32063068	91.31078683	6.66E-17	1.31E-15
ENSMUSG00000022098	0.577320903	0.573587762	0.118168425	0.24477689	0.356022734	0.387244235	0.508675234	6.914566597	91.28265003	6.74E-17	1.32E-15
ENSMUSG00000022041	0.823639755	0.60403347	-0.153050899	0.744877786	0.30816284	0.157172336	0.253301701	3.401638614	91.12204077	7.28E-17	1.43E-15
ENSMUSG00000031930	-0.28983707	0.000636084	-0.093607365	0.103151878	-0.148395495	-0.455408621	-0.500959855	4.761514237	91.07096539	7.46E-17	1.46E-15
ENSMUSG00000028869	0.225460263	0.536792485	-0.128882029	0.361980293	0.016320148	-0.092343631	-0.13988719	4.405414604	91.01240278	7.66E-17	1.50E-15
ENSMUSG00000026393	0.378075847	0.507166916	0.049617335	0.436757994	0.134320538	0.269478917	0.30532592	6.029611535	90.98699795	7.76E-17	1.51E-15
ENSMUSG00000054509	0.27145848	0.444559422	-0.291929262	-0.059062498	-0.272955106	-0.294380724	-0.349789917	3.622906509	90.98532	7.76E-17	1.51E-15
ENSMUSG00000079003	0.462957808	-0.084363208	0.247379175	0.336495986	0.749702635	0.76240059	0.887701105	3.342330448	90.93221199	7.96E-17	1.55E-15
ENSMUSG00000031770	-0.083671732	-0.205312444	0.442058077	0.816033282	0.570201655	0.358336908	0.236222179	9.166806604	90.92767895	7.98E-17	1.55E-15
ENSMUSG00000026203	-0.168764181	-0.433598516	0.030963397	-0.409700508	0.084626343	0.105829355	0.030520851	5.781827533	90.89845723	8.09E-17	1.57E-15
ENSMUSG00000029311	0.413305188	0.449066545	0.011336106	0.602792536	0.058398476	0.216432265	0.374488269	7.649321166	90.88715964	8.13E-17	1.58E-15
ENSMUSG00000022553	0.670910792	0.703019557	0.247710552	0.27457381	0.141791576	0.261698823	0.416852638	4.017296041	90.71191134	8.84E-17	1.71E-15
ENSMUSG00000024143	0.518342663	0.591249944	-0.112071748	0.497300974	0.142789468	-0.136976192	0.249039802	3.815933079	90.70287864	8.87E-17	1.72E-15
ENSMUSG00000028383	0.471295082	0.423640271	0.085131952	0.113984006	0.181230702	0.358284613	0.527950922	6.89871337	90.64490947	9.12E-17	1.76E-15
ENSMUSG00000021484	-0.316147845	-0.477445696	0.019402494	-0.360342184	-0.056142341	-0.134590867	-0.246506265	8.272646911	90.62862634	9.19E-17	1.77E-15
ENSMUSG00000043262	-0.368347349	-0.683095877	-0.022628151	-0.614373543	-0.19372832	-0.098703212	-0.247679863	3.760831667	90.55385409	9.52E-17	1.83E-15
ENSMUSG00000024222	0.663562134	0.695750896	1.021706815	0.985246155	1.488705101	1.358013398	1.280236557	7.133285723	90.49995615	9.77E-17	1.88E-15
ENSMUSG00000024331	-0.204718511	-0.480310237	0.095716003	-0.15580928	0.151006633	0.294169914	0.143337554	5.713019783	90.45475954	9.98E-17	1.92E-15
ENSMUSG00000116903	0.647240487	-0.805379102	0.53072874	-0.724457007	0.618424106	1.111496709	0.722378548	1.293338038	90.40820415	1.02E-16	1.96E-15
